Test_ID,Cement,Slag,Flyash,Water,SuperPlasticizer,CoarseAggregate,FineAggregate,Age,CSinMPa
V6899,250,0,95.7,191.8,5.3,948.9,857.2,3,8.49
R5490,213.5,0,174.2,159.2,11.7,1043.6,771.9,3,15.61
R8229,194.7,0,100.5,170.2,7.5,998,901.8,3,12.18
M7813,251.4,0,118.3,192.9,5.8,1043.6,754.3,3,11.98
E3080,165,0,143.6,163.8,0,1005.6,900.9,14,16.88
K3764,165,128.5,132.1,175.1,8.1,1005.8,746.6,14,33.09
L4806,178,129.8,118.6,179.9,3.6,1007.3,746.8,14,34.24
C3262,167.4,129.9,128.6,175.5,7.8,1006.3,746.6,14,31.81
R7679,172.4,13.6,172.4,156.8,4.1,1006.3,856.4,14,29.75
M8524,173.5,50.1,173.5,164.8,6.5,1006.2,793.5,14,33.01
F4077,167,75.4,167,164,7.9,1007.3,770.1,14,32.9
J8757,173.8,93.4,159.9,172.3,9.7,1007.2,746.6,14,29.55
C7651,190.3,0,125.2,166.6,9.9,1079,798.9,14,19.42
D1922,250,0,95.7,191.8,5.3,948.9,857.2,14,24.66
P2258,213.5,0,174.2,159.2,11.7,1043.6,771.9,14,29.59
V9488,194.7,0,100.5,170.2,7.5,998,901.8,14,24.28
L3034,251.4,0,118.3,192.9,5.8,1043.6,754.3,14,20.73
P8346,165,0,143.6,163.8,0,1005.6,900.9,28,26.2
Z7403,165,128.5,132.1,175.1,8.1,1005.8,746.6,28,46.39
S5622,178,129.8,118.6,179.9,3.6,1007.3,746.8,28,39.16
O7194,167.4,129.9,128.6,175.5,7.8,1006.3,746.6,28,41.2
N9029,172.4,13.6,172.4,156.8,4.1,1006.3,856.4,28,33.69
B7105,173.5,50.1,173.5,164.8,6.5,1006.2,793.5,28,38.2
Z2285,167,75.4,167,164,7.9,1007.3,770.1,28,41.41
L6358,173.8,93.4,159.9,172.3,9.7,1007.2,746.6,28,37.81
U1278,190.3,0,125.2,166.6,9.9,1079,798.9,28,24.85
Y8847,250,0,95.7,191.8,5.3,948.9,857.2,28,27.22
T1421,213.5,0,174.2,159.2,11.7,1043.6,771.9,28,44.64
Q3794,194.7,0,100.5,170.2,7.5,998,901.8,28,37.27
H8742,251.4,0,118.3,192.9,5.8,1043.6,754.3,28,33.27
E6553,165,0,143.6,163.8,0,1005.6,900.9,56,36.56
X5075,165,128.5,132.1,175.1,8.1,1005.8,746.6,56,53.72
P2155,178,129.8,118.6,179.9,3.6,1007.3,746.8,56,48.59
X6459,167.4,129.9,128.6,175.5,7.8,1006.3,746.6,56,51.72
N5780,172.4,13.6,172.4,156.8,4.1,1006.3,856.4,56,35.85
V4778,173.5,50.1,173.5,164.8,6.5,1006.2,793.5,56,53.77
H7365,167,75.4,167,164,7.9,1007.3,770.1,56,53.46
O4580,173.8,93.4,159.9,172.3,9.7,1007.2,746.6,56,48.99
O4909,190.3,0,125.2,166.6,9.9,1079,798.9,56,31.72
B5022,250,0,95.7,191.8,5.3,948.9,857.2,56,39.64
J9006,213.5,0,174.2,159.2,11.7,1043.6,771.9,56,51.26
A6245,194.7,0,100.5,170.2,7.5,998,901.8,56,43.39
P3467,251.4,0,118.3,192.9,5.8,1043.6,754.3,56,39.27
C7980,165,0,143.6,163.8,0,1005.6,900.9,100,37.96
X9945,165,128.5,132.1,175.1,8.1,1005.8,746.6,100,55.02
P9529,178,129.8,118.6,179.9,3.6,1007.3,746.8,100,49.99
T7193,167.4,129.9,128.6,175.5,7.8,1006.3,746.6,100,53.66
O4496,172.4,13.6,172.4,156.8,4.1,1006.3,856.4,100,37.68
O5596,173.5,50.1,173.5,164.8,6.5,1006.2,793.5,100,56.06
G1402,167,75.4,167,164,7.9,1007.3,770.1,100,56.81
Y7488,173.8,93.4,159.9,172.3,9.7,1007.2,746.6,100,50.94
M7130,190.3,0,125.2,166.6,9.9,1079,798.9,100,33.56
Y3671,250,0,95.7,191.8,5.3,948.9,857.2,100,41.16
O6831,213.5,0,174.2,159.2,11.7,1043.6,771.9,100,52.96
R7480,194.7,0,100.5,170.2,7.5,998,901.8,100,44.28
G5326,251.4,0,118.3,192.9,5.8,1043.6,754.3,100,40.15
X8549,446,24,79,162,11.6,967,712,28,57.03
E2013,446,24,79,162,11.6,967,712,28,44.42
D7323,446,24,79,162,11.6,967,712,28,51.02
E3275,446,24,79,162,10.3,967,712,28,53.39
Y6039,446,24,79,162,11.6,967,712,3,35.36
E7530,446,24,79,162,11.6,967,712,3,25.02
S7487,446,24,79,162,11.6,967,712,3,23.35
H2744,446,24,79,162,11.6,967,712,7,52.01
L7212,446,24,79,162,11.6,967,712,7,38.02
U7519,446,24,79,162,11.6,967,712,7,39.3
X1659,446,24,79,162,11.6,967,712,56,61.07
V5416,446,24,79,162,11.6,967,712,56,56.14
U1449,446,24,79,162,11.6,967,712,56,55.25
C2408,446,24,79,162,10.3,967,712,56,54.77
H9680,387,20,94,157,14.3,938,845,28,50.24
H8487,387,20,94,157,13.9,938,845,28,46.68
Z8160,387,20,94,157,11.6,938,845,28,46.68
K1969,387,20,94,157,14.3,938,845,3,22.75
Y3934,387,20,94,157,13.9,938,845,3,25.51
K9895,387,20,94,157,11.6,938,845,3,34.77
L1220,387,20,94,157,14.3,938,845,7,36.84
B2958,387,20,94,157,13.9,938,845,7,45.9
N2091,387,20,94,157,11.6,938,845,7,41.67
D1571,387,20,94,157,14.3,938,845,56,56.34
T4263,387,20,94,157,13.9,938,845,56,47.97
Q8495,387,20,94,157,11.6,938,845,56,61.46
T8133,355,19,97,145,13.1,967,871,28,44.03
O2599,355,19,97,145,12.3,967,871,28,55.45
G5098,491,26,123,210,3.9,882,699,28,55.55
P2794,491,26,123,201,3.9,822,699,28,57.92
Q3537,491,26,123,210,3.9,882,699,3,25.61
I6730,491,26,123,210,3.9,882,699,7,33.49
Y7402,491,26,123,210,3.9,882,699,56,59.59
I5707,491,26,123,201,3.9,822,699,3,29.55
Y2158,491,26,123,201,3.9,822,699,7,37.92
Z1758,491,26,123,201,3.9,822,699,56,61.86
L2963,424,22,132,178,8.5,822,750,28,62.05
H3705,424,22,132,178,8.5,882,750,3,32.01
O2851,424,22,132,168,8.9,822,750,28,72.1
Y3751,424,22,132,178,8.5,822,750,7,39
K7857,424,22,132,178,8.5,822,750,56,65.7
O2126,424,22,132,168,8.9,822,750,3,32.11
P9397,424,22,132,168,8.9,822,750,7,40.29
P5884,424,22,132,168,8.9,822,750,56,74.36
Z4497,202,11,141,206,1.7,942,801,28,21.97
P5519,202,11,141,206,1.7,942,801,3,9.85
N3110,202,11,141,206,1.7,942,801,7,15.07
S9327,202,11,141,206,1.7,942,801,56,23.25
M8190,284,15,141,179,5.5,842,801,28,43.73
A9040,284,15,141,179,5.5,842,801,3,13.4
S9375,284,15,141,179,5.5,842,801,7,24.13
M8872,284,15,141,179,5.5,842,801,56,44.52
E8457,359,19,141,154,10.9,942,801,28,62.94
V4704,359,19,141,154,10.9,942,801,28,59.49
X6241,359,19,141,154,10.9,942,801,3,25.12
L3143,359,19,141,154,10.9,942,801,3,23.64
E2182,359,19,141,154,10.9,942,801,7,35.75
Z8780,359,19,141,154,10.9,942,801,7,38.61
C8829,359,19,141,154,10.9,942,801,56,68.75
T5325,359,19,141,154,10.9,942,801,56,66.78
H2431,436,0,0,218,0,838.4,719.7,28,23.85
R6892,289,0,0,192,0,913.2,895.3,90,32.07
O3783,289,0,0,192,0,913.2,895.3,3,11.65
W1505,393,0,0,192,0,940.6,785.6,3,19.2
P1132,393,0,0,192,0,940.6,785.6,90,48.85
X2701,393,0,0,192,0,940.6,785.6,28,39.6
Q2446,480,0,0,192,0,936.2,712.2,28,43.94
V6146,480,0,0,192,0,936.2,712.2,7,34.57
X6167,480,0,0,192,0,936.2,712.2,90,54.32
I8606,480,0,0,192,0,936.2,712.2,3,24.4
U2088,333,0,0,192,0,931.2,842.6,3,15.62
Z9918,255,0,0,192,0,889.8,945,90,21.86
Z3703,255,0,0,192,0,889.8,945,7,10.22
V7960,289,0,0,192,0,913.2,895.3,7,14.6
J7190,255,0,0,192,0,889.8,945,28,18.75
U6230,333,0,0,192,0,931.2,842.6,28,31.97
Z5984,333,0,0,192,0,931.2,842.6,7,23.4
F3875,289,0,0,192,0,913.2,895.3,28,25.57
A6372,333,0,0,192,0,931.2,842.6,90,41.68
Y7600,393,0,0,192,0,940.6,785.6,7,27.74
B1236,255,0,0,192,0,889.8,945,3,8.2
Z3832,158.8,238.2,0,185.7,0,1040.6,734.3,7,9.62
Y9801,239.6,359.4,0,185.7,0,941.6,664.3,7,25.42
C4615,238.2,158.8,0,185.7,0,1040.6,734.3,7,15.69
K1009,181.9,272.8,0,185.7,0,1012.4,714.3,28,27.94
I3254,193.5,290.2,0,185.7,0,998.2,704.3,28,32.63
Q6219,255.5,170.3,0,185.7,0,1026.6,724.3,7,17.24
Y3139,272.8,181.9,0,185.7,0,1012.4,714.3,7,19.77
X3830,239.6,359.4,0,185.7,0,941.6,664.3,28,39.44
A1142,220.8,147.2,0,185.7,0,1055,744.3,28,25.75
M7132,397,0,0,185.7,0,1040.6,734.3,28,33.08
Z4915,382.5,0,0,185.7,0,1047.8,739.3,7,24.07
M8208,210.7,316.1,0,185.7,0,977,689.3,7,21.82
K5593,158.8,238.2,0,185.7,0,1040.6,734.3,28,21.07
Z2487,295.8,0,0,185.7,0,1091.4,769.3,7,14.84
V1403,255.5,170.3,0,185.7,0,1026.6,724.3,28,32.05
E3390,203.5,135.7,0,185.7,0,1076.2,759.3,7,11.96
S8711,397,0,0,185.7,0,1040.6,734.3,7,25.45
R3642,381.4,0,0,185.7,0,1104.6,784.3,28,22.49
J1501,295.8,0,0,185.7,0,1091.4,769.3,28,25.22
M8936,228,342.1,0,185.7,0,955.8,674.3,28,39.7
G1676,220.8,147.2,0,185.7,0,1055,744.3,7,13.09
E5313,316.1,210.7,0,185.7,0,977,689.3,28,38.7
G6846,135.7,203.5,0,185.7,0,1076.2,759.3,7,7.51
R2053,238.1,0,0,185.7,0,1118.8,789.3,28,17.58
T8824,339.2,0,0,185.7,0,1069.2,754.3,7,21.18
Z4435,135.7,203.5,0,185.7,0,1076.2,759.3,28,18.2
E8121,193.5,290.2,0,185.7,0,998.2,704.3,7,17.2
H3504,203.5,135.7,0,185.7,0,1076.2,759.3,28,22.63
E1423,290.2,193.5,0,185.7,0,998.2,704.3,7,21.86
H4010,181.9,272.8,0,185.7,0,1012.4,714.3,7,12.37
N6655,170.3,155.5,0,185.7,0,1026.6,724.3,28,25.73
I4631,210.7,316.1,0,185.7,0,977,689.3,28,37.81
E4207,228,342.1,0,185.7,0,955.8,674.3,7,21.92
Q5504,290.2,193.5,0,185.7,0,998.2,704.3,28,33.04
V5185,381.4,0,0,185.7,0,1104.6,784.3,7,14.54
R8848,238.2,158.8,0,185.7,0,1040.6,734.3,28,26.91
P9411,186.2,124.1,0,185.7,0,1083.4,764.3,7,8
W8577,339.2,0,0,185.7,0,1069.2,754.3,28,31.9
Y4027,238.1,0,0,185.7,0,1118.8,789.3,7,10.34
R3154,252.5,0,0,185.7,0,1111.6,784.3,28,19.77
K7485,382.5,0,0,185.7,0,1047.8,739.3,28,37.44
C3324,252.5,0,0,185.7,0,1111.6,784.3,7,11.48
S2594,316.1,210.7,0,185.7,0,977,689.3,7,24.44
L9034,186.2,124.1,0,185.7,0,1083.4,764.3,28,17.6
F5690,170.3,155.5,0,185.7,0,1026.6,724.3,7,10.73
Q7288,272.8,181.9,0,185.7,0,1012.4,714.3,28,31.38
J3386,339,0,0,197,0,968,781,3,13.22
P4369,339,0,0,197,0,968,781,7,20.97
F4875,339,0,0,197,0,968,781,14,27.04
S6778,339,0,0,197,0,968,781,28,32.04
Q8434,339,0,0,197,0,968,781,90,35.17
S5209,339,0,0,197,0,968,781,180,36.45
A7042,339,0,0,197,0,968,781,365,38.89
P9299,236,0,0,194,0,968,885,3,6.47
P1832,236,0,0,194,0,968,885,14,12.84
C8778,236,0,0,194,0,968,885,28,18.42
X7361,236,0,0,194,0,968,885,90,21.95
Q5904,236,0,0,193,0,968,885,180,24.1
I2556,236,0,0,193,0,968,885,365,25.08
I6902,277,0,0,191,0,968,856,14,21.26
F7600,277,0,0,191,0,968,856,28,25.97
W3414,277,0,0,191,0,968,856,3,11.36
W5097,277,0,0,191,0,968,856,90,31.25
V3212,277,0,0,191,0,968,856,180,32.33
E5419,277,0,0,191,0,968,856,360,33.7
R7773,254,0,0,198,0,968,863,3,9.31
A5290,254,0,0,198,0,968,863,90,26.94
C8218,254,0,0,198,0,968,863,180,27.63
I2279,254,0,0,198,0,968,863,365,29.79
Y7150,307,0,0,193,0,968,812,180,34.49
E1105,307,0,0,193,0,968,812,365,36.15
J3062,307,0,0,193,0,968,812,3,12.54
Y1733,307,0,0,193,0,968,812,28,27.53
X4277,307,0,0,193,0,968,812,90,32.92
H8397,236,0,0,193,0,968,885,7,9.99
Z9717,200,0,0,180,0,1125,845,7,7.84
W8034,200,0,0,180,0,1125,845,28,12.25
Q9119,225,0,0,181,0,1113,833,7,11.17
A3828,225,0,0,181,0,1113,833,28,17.34
Z6467,325,0,0,184,0,1063,783,7,17.54
T1088,325,0,0,184,0,1063,783,28,30.57
U3889,275,0,0,183,0,1088,808,7,14.2
F1112,275,0,0,183,0,1088,808,28,24.5
Y5915,300,0,0,184,0,1075,795,7,15.58
N1362,300,0,0,184,0,1075,795,28,26.85
Z8060,375,0,0,186,0,1038,758,7,26.06
C5298,375,0,0,186,0,1038,758,28,38.21
G4468,400,0,0,187,0,1025,745,28,43.7
I8199,400,0,0,187,0,1025,745,7,30.14
N2823,250,0,0,182,0,1100,820,7,12.73
E5933,250,0,0,182,0,1100,820,28,20.87
M5150,350,0,0,186,0,1050,770,7,20.28
J1846,350,0,0,186,0,1050,770,28,34.29
W9341,203.5,305.3,0,203.5,0,963.4,630,7,19.54
M7421,250.2,166.8,0,203.5,0,977.6,694.1,90,47.71
U3384,157,236,0,192,0,935.4,781.2,90,43.38
E9667,141.3,212,0,203.5,0,971.8,748.5,28,29.89
E6200,166.8,250.2,0,203.5,0,975.6,692.6,3,6.9
Y7650,122.6,183.9,0,203.5,0,958.2,800.1,90,33.19
F5982,183.9,122.6,0,203.5,0,959.2,800,3,4.9
G3096,102,153,0,192,0,887,942,3,4.57
F3920,102,153,0,192,0,887,942,90,25.46
Z6418,122.6,183.9,0,203.5,0,958.2,800.1,28,24.29
K2504,166.8,250.2,0,203.5,0,975.6,692.6,28,33.95
I3762,200,133,0,192,0,965.4,806.2,3,11.41
H6443,108.3,162.4,0,203.5,0,938.2,849,28,20.59
X7765,305.3,203.5,0,203.5,0,965.4,631,7,25.89
K2721,108.3,162.4,0,203.5,0,938.2,849,90,29.23
R8230,116,173,0,192,0,909.8,891.9,90,31.02
P2357,141.3,212,0,203.5,0,971.8,748.5,7,10.39
E5421,157,236,0,192,0,935.4,781.2,28,33.66
S8441,133,200,0,192,0,927.4,839.2,28,27.87
W8105,250.2,166.8,0,203.5,0,977.6,694.1,7,19.35
L1998,173,116,0,192,0,946.8,856.8,7,11.39
J5323,192,288,0,192,0,929.8,716.1,3,12.79
H2989,192,288,0,192,0,929.8,716.1,28,39.32
U8094,153,102,0,192,0,888,943.1,3,4.78
K9831,288,192,0,192,0,932,717.8,3,16.11
U9594,305.3,203.5,0,203.5,0,965.4,631,28,43.38
E9417,236,157,0,192,0,972.6,749.1,7,20.42
M9822,173,116,0,192,0,946.8,856.8,3,6.94
X6063,212,141.3,0,203.5,0,973.4,750,7,15.03
G1848,236,157,0,192,0,972.6,749.1,3,13.57
Z6968,183.9,122.6,0,203.5,0,959.2,800,90,32.53
V1287,166.8,250.2,0,203.5,0,975.6,692.6,7,15.75
U7843,102,153,0,192,0,887,942,7,7.68
N5068,288,192,0,192,0,932,717.8,28,38.8
L9967,212,141.3,0,203.5,0,973.4,750,28,33
O7715,102,153,0,192,0,887,942,28,17.28
E6830,173,116,0,192,0,946.8,856.8,28,24.28
Y4781,183.9,122.6,0,203.5,0,959.2,800,28,24.05
U6906,133,200,0,192,0,927.4,839.2,90,36.59
H3256,192,288,0,192,0,929.8,716.1,90,50.73
K8540,133,200,0,192,0,927.4,839.2,7,13.66
O1577,305.3,203.5,0,203.5,0,965.4,631,3,14.14
F7442,236,157,0,192,0,972.6,749.1,90,47.78
A4616,108.3,162.4,0,203.5,0,938.2,849,3,2.33
P1472,157,236,0,192,0,935.4,781.2,7,16.89
G4753,288,192,0,192,0,932,717.8,7,23.52
L9088,212,141.3,0,203.5,0,973.4,750,3,6.81
Z4492,212,141.3,0,203.5,0,973.4,750,90,39.7
T1172,153,102,0,192,0,888,943.1,28,17.96
B7350,236,157,0,192,0,972.6,749.1,28,32.88
L6554,116,173,0,192,0,909.8,891.9,28,22.35
B8803,183.9,122.6,0,203.5,0,959.2,800,7,10.79
S8408,108.3,162.4,0,203.5,0,938.2,849,7,7.72
M4365,203.5,305.3,0,203.5,0,963.4,630,28,41.68
C3942,203.5,305.3,0,203.5,0,963.4,630,3,9.56
R8205,133,200,0,192,0,927.4,839.2,3,6.88
E9355,288,192,0,192,0,932,717.8,90,50.53
W2708,200,133,0,192,0,965.4,806.2,7,17.17
K4726,200,133,0,192,0,965.4,806.2,28,30.44
F7358,250.2,166.8,0,203.5,0,977.6,694.1,3,9.73
T6033,122.6,183.9,0,203.5,0,958.2,800.1,3,3.32
U8002,153,102,0,192,0,888,943.1,90,26.32
Y1780,200,133,0,192,0,965.4,806.2,90,43.25
X8141,116,173,0,192,0,909.8,891.9,3,6.28
X1279,173,116,0,192,0,946.8,856.8,90,32.1
D2691,250.2,166.8,0,203.5,0,977.6,694.1,28,36.96
G7639,305.3,203.5,0,203.5,0,965.4,631,90,54.6
W8856,192,288,0,192,0,929.8,716.1,7,21.48
V3417,157,236,0,192,0,935.4,781.2,3,9.69
U8301,153,102,0,192,0,888,943.1,7,8.37
H3704,141.3,212,0,203.5,0,971.8,748.5,90,39.66
U4448,116,173,0,192,0,909.8,891.9,7,10.09
Z3877,141.3,212,0,203.5,0,971.8,748.5,3,4.83
L8396,122.6,183.9,0,203.5,0,958.2,800.1,7,10.35
N6470,166.8,250.2,0,203.5,0,975.6,692.6,90,43.57
N7344,203.5,305.3,0,203.5,0,963.4,630,90,51.86
F2061,310,0,0,192,0,1012,830,3,11.85
W3762,310,0,0,192,0,1012,830,7,17.24
E1590,310,0,0,192,0,1012,830,28,27.83
E4416,310,0,0,192,0,1012,830,90,35.76
D3999,310,0,0,192,0,1012,830,120,38.7
U9943,331,0,0,192,0,1025,821,3,14.31
F4141,331,0,0,192,0,1025,821,7,17.44
V1669,331,0,0,192,0,1025,821,28,31.74
L3601,331,0,0,192,0,1025,821,90,37.91
J1515,331,0,0,192,0,1025,821,120,39.38
S8279,349,0,0,192,0,1056,809,3,15.87
R9690,349,0,0,192,0,1056,809,7,9.01
T2940,349,0,0,192,0,1056,809,28,33.61
S4063,349,0,0,192,0,1056,809,90,40.66
D6732,349,0,0,192,0,1056,809,120,40.86
N3035,238,0,0,186,0,1119,789,7,12.05
V9201,238,0,0,186,0,1119,789,28,17.54
T8008,296,0,0,186,0,1090,769,7,18.91
Y1360,296,0,0,186,0,1090,769,28,25.18
C3773,297,0,0,186,0,1040,734,7,30.96
I8875,480,0,0,192,0,936,721,28,43.89
Q3660,480,0,0,192,0,936,721,90,54.28
V3104,397,0,0,186,0,1040,734,28,36.94
E8626,281,0,0,186,0,1104,774,7,14.5
R9908,281,0,0,185,0,1104,774,28,22.44
C1313,500,0,0,200,0,1125,613,1,12.64
F7458,500,0,0,200,0,1125,613,3,26.06
C7602,500,0,0,200,0,1125,613,7,33.21
F8503,500,0,0,200,0,1125,613,14,36.94
E3296,500,0,0,200,0,1125,613,28,44.09
N7370,540,0,0,173,0,1125,613,7,52.61
B9765,540,0,0,173,0,1125,613,14,59.76
Y5793,540,0,0,173,0,1125,613,28,67.31
Q3742,540,0,0,173,0,1125,613,90,69.66
N9853,540,0,0,173,0,1125,613,180,71.62
P7937,540,0,0,173,0,1125,613,270,74.17
B7210,350,0,0,203,0,974,775,7,18.13
Y6394,350,0,0,203,0,974,775,14,22.53
N8282,350,0,0,203,0,974,775,28,27.34
K1850,350,0,0,203,0,974,775,56,29.98
M5138,350,0,0,203,0,974,775,90,31.35
F7244,350,0,0,203,0,974,775,180,32.72
L6871,385,0,0,186,0,966,763,1,6.27
E8001,385,0,0,186,0,966,763,3,14.7
B1697,385,0,0,186,0,966,763,7,23.22
X5827,385,0,0,186,0,966,763,14,27.92
N9886,385,0,0,186,0,966,763,28,31.35
R9866,331,0,0,192,0,978,825,180,39
Y4577,331,0,0,192,0,978,825,360,41.24
J7221,349,0,0,192,0,1047,806,3,14.99
I1766,331,0,0,192,0,978,825,3,13.52
N9604,382,0,0,186,0,1047,739,7,24
E6893,382,0,0,186,0,1047,739,28,37.42
O6785,382,0,0,186,0,1111,784,7,11.47
T5088,281,0,0,186,0,1104,774,28,22.44
H8831,339,0,0,185,0,1069,754,7,21.16
J5139,339,0,0,185,0,1069,754,28,31.84
D3562,295,0,0,185,0,1069,769,7,14.8
Y1009,295,0,0,185,0,1069,769,28,25.18
X7131,238,0,0,185,0,1118,789,28,17.54
X8428,296,0,0,192,0,1085,765,7,14.2
C2540,296,0,0,192,0,1085,765,28,21.65
X5287,296,0,0,192,0,1085,765,90,29.39
N8304,331,0,0,192,0,879,825,3,13.52
T3517,331,0,0,192,0,978,825,7,16.26
L5235,331,0,0,192,0,978,825,28,31.45
H1247,331,0,0,192,0,978,825,90,37.23
L3932,349,0,0,192,0,1047,806,7,18.13
M7153,349,0,0,192,0,1047,806,28,32.72
W5632,349,0,0,192,0,1047,806,90,39.49
O5549,349,0,0,192,0,1047,806,180,41.05
K6444,349,0,0,192,0,1047,806,360,42.13
M1397,302,0,0,203,0,974,817,14,18.13
Y8550,302,0,0,203,0,974,817,180,26.74
G8020,525,0,0,189,0,1125,613,180,61.92
U4834,500,0,0,200,0,1125,613,90,47.22
F8945,500,0,0,200,0,1125,613,180,51.04
J4129,500,0,0,200,0,1125,613,270,55.16
E6349,540,0,0,173,0,1125,613,3,41.64
C7498,252,0,0,185,0,1111,784,7,13.71
P8986,252,0,0,185,0,1111,784,28,19.69
O3606,339,0,0,185,0,1060,754,28,31.65
V7952,393,0,0,192,0,940,758,3,19.11
O3877,393,0,0,192,0,940,758,28,39.58
J5704,393,0,0,192,0,940,758,90,48.79
S9054,382,0,0,185,0,1047,739,7,24
M4026,382,0,0,185,0,1047,739,28,37.42
Q2006,252,0,0,186,0,1111,784,7,11.47
W9948,252,0,0,185,0,1111,784,28,19.69
U3902,310,0,0,192,0,970,850,7,14.99
C5264,310,0,0,192,0,970,850,28,27.92
G1364,310,0,0,192,0,970,850,90,34.68
D8279,310,0,0,192,0,970,850,180,37.33
H7577,310,0,0,192,0,970,850,360,38.11
P2645,525,0,0,189,0,1125,613,3,33.8
G7732,525,0,0,189,0,1125,613,7,42.42
H1860,525,0,0,189,0,1125,613,14,48.4
P5838,525,0,0,189,0,1125,613,28,55.94
E4197,525,0,0,189,0,1125,613,90,58.78
H6420,525,0,0,189,0,1125,613,270,67.11
N6687,322,0,0,203,0,974,800,14,20.77
A2045,322,0,0,203,0,974,800,28,25.18
Z3906,322,0,0,203,0,974,800,180,29.59
W9419,302,0,0,203,0,974,817,28,21.75
S2721,397,0,0,185,0,1040,734,28,39.09
G8667,480,0,0,192,0,936,721,3,24.39
J5866,522,0,0,146,0,896,896,7,50.51
O6360,522,0,0,146,0,896,896,28,74.99
Z1516,273,105,82,210,9,904,680,28,37.17
Z5863,162,190,148,179,19,838,741,28,33.76
Q7530,154,144,112,220,10,923,658,28,16.5
I1366,147,115,89,202,9,860,829,28,19.99
D4842,152,178,139,168,18,944,695,28,36.35
X2859,310,143,111,168,22,914,651,28,33.69
W6704,144,0,175,158,18,943,844,28,15.42
E7395,304,140,0,214,6,895,722,28,33.42
L4841,374,0,0,190,7,1013,730,28,39.05
U6041,159,149,116,175,15,953,720,28,27.68
K4123,153,239,0,200,6,1002,684,28,26.86
Y4802,310,143,0,168,10,914,804,28,45.3
H9835,305,0,100,196,10,959,705,28,30.12
C8823,151,0,184,167,12,991,772,28,15.57
W7271,142,167,130,174,11,883,785,28,44.61
X3644,298,137,107,201,6,878,655,28,53.52
C1362,321,164,0,190,5,870,774,28,57.21
P4101,366,187,0,191,7,824,757,28,65.91
S8998,280,129,100,172,9,825,805,28,52.82
L6012,252,97,76,194,8,835,821,28,33.4
L7449,165,0,150,182,12,1023,729,28,18.03
O5989,156,243,0,180,11,1022,698,28,37.36
L9062,160,188,146,203,11,829,710,28,32.84
Q6493,298,0,107,186,6,879,815,28,42.64
R8358,318,0,126,210,6,861,737,28,40.06
C3740,287,121,94,188,9,904,696,28,41.94
T4391,326,166,0,174,9,882,790,28,61.23
I7644,356,0,142,193,11,801,778,28,40.87
F3264,132,207,161,179,5,867,736,28,33.3
X1593,322,149,0,186,8,951,709,28,52.42
K6969,164,0,200,181,13,849,846,28,15.09
W7596,314,0,113,170,10,925,783,28,38.46
P3243,321,0,128,182,11,870,780,28,37.26
W7766,140,164,128,237,6,869,656,28,35.23
R3057,288,121,0,177,7,908,829,28,42.13
X9622,298,0,107,210,11,880,744,28,31.87
R7588,265,111,86,195,6,833,790,28,41.54
E9371,160,250,0,168,12,1049,688,28,39.45
N6492,166,260,0,183,13,859,827,28,37.91
S6325,276,116,90,180,9,870,768,28,44.28
M8257,322,0,116,196,10,818,813,28,31.18
M2478,149,139,109,193,6,892,780,28,23.69
V8220,159,187,0,176,11,990,789,28,32.76
X5126,261,100,78,201,9,864,761,28,32.4
P2402,237,92,71,247,6,853,695,28,28.63
B8148,313,0,113,178,8,1002,689,28,36.8
G4300,155,183,0,193,9,1047,697,28,18.28
M4780,146,230,0,202,3,827,872,28,33.06
O7167,296,0,107,221,11,819,778,28,31.42
G5306,133,210,0,196,3,949,795,28,31.03
L3935,313,145,0,178,8,867,824,28,44.39
I4013,152,0,112,184,8,992,816,28,12.18
H6403,153,145,113,178,8,1002,689,28,25.56
N3652,140,133,103,200,7,916,753,28,36.44
D1317,149,236,0,176,13,847,893,28,32.96
J7440,300,0,120,212,10,878,728,28,23.84
T6951,153,145,113,178,8,867,824,28,26.23
M6400,148,0,137,158,16,1002,830,28,17.95
J2013,326,0,138,199,11,801,792,28,40.68
F2946,153,145,0,178,8,1000,822,28,19.01
E1148,262,111,86,195,5,895,733,28,33.72
W8104,158,0,195,220,11,898,713,28,8.54
Q7276,151,0,185,167,16,1074,678,28,13.46
O5124,273,0,90,199,11,931,762,28,32.24
F9459,149,118,92,183,7,953,780,28,23.52
O4440,143,169,143,191,8,967,643,28,29.72
Q7938,260,101,78,171,10,936,763,28,49.77
A8750,313,161,0,178,10,917,759,28,52.44
Q6045,284,120,0,168,7,970,794,28,40.93
V4217,336,0,0,182,3,986,817,28,44.86
V9162,145,0,134,181,11,979,812,28,13.2
N9891,150,237,0,174,12,1069,675,28,37.43
K2935,144,170,133,192,8,814,805,28,29.87
N1539,331,170,0,195,8,811,802,28,56.61
Y6432,155,0,143,193,9,1047,697,28,12.46
G8594,155,183,0,193,9,877,868,28,23.79
K5868,135,0,166,180,10,961,805,28,13.29
V5868,266,112,87,178,10,910,745,28,39.42
Q4880,314,145,113,179,8,869,690,28,46.23
O9038,313,145,0,127,8,1000,822,28,44.52
B3719,146,173,0,182,3,986,817,28,23.74
U9353,144,136,106,178,7,941,774,28,26.14
D2484,148,0,182,181,15,839,884,28,15.52
Y2126,277,117,91,191,7,946,666,28,43.57
N7234,298,0,107,164,13,953,784,28,35.86
U2500,313,145,0,178,8,1002,689,28,41.05
